cust_id,customer_name,total_sales,perc_rank,customer_category
Cust_465,"JENNIFER HALLADAY",17299,0.1452758055707264,Silver
Cust_44,"JOY BELL",17293,0.1458219552157291,Silver
Cust_1183,"TANJA NORVELL",17277,0.14636810486073185,Silver
Cust_56,"BRENDAN DODSON",17248,0.14691425450573456,Silver
Cust_1619,"CHARLES CRESTANI",17220,0.1474604041507373,Silver
Cust_442,"RUSSELL APPLEGATE",17207,0.14800655379574004,Silver
Cust_808,"SCOTT COHEN",17100,0.14855270344074276,Silver
Cust_171,"JOY SMITH",17070,0.1490988530857455,Silver
Cust_537,"RUBEN AUSMAN",17062,0.14964500273074824,Silver
Cust_1060,"CLYTIE KELTY",17043,0.15019115237575095,Silver
Cust_397,"CHRISTINE SUNDARESAM",17035,0.1507373020207537,Silver
Cust_407,"MARIA BERTELSON",17033,0.1512834516657564,Silver
Cust_1613,"JENNIFER PATT",17015,0.15182960131075915,Silver
Cust_1356,"IONIA MCGRATH",16949,0.1523757509557619,Silver
Cust_1679,"CYNTHIA DELANEY",16795,0.1529219006007646,Silver
Cust_587,"SCOT CORAM",16775,0.15346805024576735,Silver
Cust_1682,"BARRY BLUMSTEIN",16694,0.15401419989077006,Silver
Cust_45,"ALAN BARNES",16621,0.1545603495357728,Silver
Cust_1273,"RANDY BRADLEY",16598,0.15510649918077554,Silver
Cust_1187,"TROY BLACKWELL",16585,0.15565264882577826,Silver
Cust_529,"DUANE HUFFMAN",16581,0.156198798470781,Silver
Cust_82,"CARLOS DALY",16562,0.1567449481157837,Silver
Cust_1266,"WILLIAM BROWN",16543,0.15729109776078645,Silver
Cust_963,"JENNIFER FERGUSON",16496,0.1578372474057892,Silver
Cust_1787,"HAROLD PAWLAN",16450,0.1583833970507919,Silver
Cust_68,"DOROTHY BADDERS",16449,0.15892954669579465,Silver
Cust_238,"ROB DOWD",16448,0.1594756963407974,Silver
Cust_464,"PAULINE CHAND",16433,0.1600218459858001,Silver
Cust_1013,"JAY KIMMEL",16429,0.16056799563080285,Silver
Cust_1493,"GIULIETTA DORTCH",16419,0.16111414527580556,Silver
Cust_1208,"MEG TILLMAN",16381,0.1616602949208083,Silver
Cust_729,"ROBERT BARROSO",16310,0.16220644456581104,Silver
Cust_1800,"ALAN DOMINGUEZ",16283,0.16275259421081376,Silver
Cust_498,"ALAN HWANG",16270,0.1632987438558165,Silver
Cust_1549,"NICOLE BRENNAN",16256,0.1638448935008192,Silver
Cust_177,"HAROLD ENGLE",16213,0.16439104314582195,Silver
Cust_899,"GIULIETTA DORTCH",16211,0.1649371927908247,Silver
Cust_1461,"ROBERT BARROSO",16197,0.1654833424358274,Silver
Cust_1725,"CHLORIS KASTENSMIDT",16179,0.16602949208083015,Silver
Cust_856,"ALEX GRAYSON",16090,0.1665756417258329,Silver
Cust_87,"RICK REED",16067,0.1671217913708356,Silver
Cust_815,"RICK REED",16022,0.16766794101583835,Silver
Cust_1155,"KEITH DAWKINS",16011,0.16821409066084106,Silver
Cust_1532,"JULIANA KROHN",15960,0.1687602403058438,Silver
Cust_1636,"EMILY PHAN",15909,0.16930638995084654,Silver
Cust_151,"GREG GUTHRIE",15804,0.16985253959584926,Silver
Cust_1146,"PATRICK GARDNER",15786,0.170398689240852,Silver
Cust_1352,"PAUL STEVENSON",15715,0.1709448388858547,Silver
Cust_1080,"KATHERINE MURRAY",15686,0.17149098853085745,Silver
Cust_1753,"ALEJANDRO BALLENTINE",15672,0.1720371381758602,Silver
Cust_217,"ANGELE HOOD",15650,0.1725832878208629,Silver
Cust_1669,"ART FOSTER",15546,0.17312943746586565,Silver
Cust_199,"LUKE WEISS",15534,0.1736755871108684,Silver
Cust_534,"IVAN LISTON",15470,0.1742217367558711,Silver
Cust_134,"HELEN ABELMAN",15451,0.17476788640087385,Silver
Cust_202,"SALLY KNUTSON",15450,0.17531403604587656,Silver
Cust_946,"BRENDA BOWMAN",15383,0.1758601856908793,Silver
Cust_1618,"ALEJANDRO SAVELY",15347,0.17640633533588204,Silver
Cust_1443,"DIANNA VITTORINI",15315,0.17695248498088476,Silver
Cust_1391,"BETH FRITZLER",15288,0.1774986346258875,Silver
Cust_782,"SANJIT JACOBS",15286,0.1780447842708902,Silver
Cust_1079,"BENJAMIN VENIER",15261,0.17859093391589295,Silver
Cust_1015,"STEVE NGUYEN",15251,0.1791370835608957,Silver
Cust_1416,"GEORGIA ROSENBERG",15084,0.1796832332058984,Silver
Cust_1185,"MICHAEL MOORE",15078,0.18022938285090115,Silver
Cust_1230,"NORA PELLETIER",14981,0.1807755324959039,Silver
Cust_550,"EDWARD NAZZAL",14973,0.1813216821409066,Silver
Cust_105,"CARLOS DALY",14972,0.18186783178590935,Silver
Cust_1612,"BRENDAN MURRY",14963,0.18241398143091206,Silver
Cust_965,"ANNE PRYOR",14932,0.1829601310759148,Silver
Cust_751,"DENISE LEINENBACH",14922,0.18350628072091754,Silver
Cust_1648,"CHRIS CORTES",14858,0.18405243036592026,Silver
Cust_153,"FRANK ATKINSON",14841,0.184598580010923,Silver
Cust_594,"HARRY MARIE",14839,0.1851447296559257,Silver
Cust_1280,"NICK ZANDUSKY",14816,0.18569087930092845,Silver
Cust_321,"IVAN LISTON",14808,0.1862370289459312,Silver
Cust_597,"KATRINA BAVINGER",14744,0.1867831785909339,Silver
Cust_1816,"SHUI TOM",14713,0.18732932823593665,Silver
Cust_58,"MICHELLE LONSDALE",14678,0.1878754778809394,Silver
Cust_1515,"CYRA REITEN",14644,0.1884216275259421,Silver
Cust_836,"PAUL KNUTSON",14624,0.18896777717094485,Silver
Cust_1681,"LAUREN LEATHERBURY",14583,0.18951392681594756,Silver
Cust_589,"NATHAN GELDER",14533,0.1900600764609503,Silver
Cust_264,"CATHY ARMSTRONG",14496,0.19060622610595304,Silver
Cust_1382,"RANDY FERGUSON",14491,0.19115237575095576,Silver
Cust_1784,"ANN STEELE",14490,0.1916985253959585,Silver
Cust_1447,"QUINCY JONES",14384,0.1922446750409612,Silver
Cust_1046,"KEN BRENNAN",14335,0.19279082468596395,Silver
Cust_1344,"MARYBETH SKACH",14278,0.1933369743309667,Silver
Cust_1568,"DAVE KIPP",14270,0.1938831239759694,Silver
Cust_22,"EDWARD HOOKS",14224,0.19442927362097215,Silver
Cust_1332,"RICK WILSON",14176,0.1949754232659749,Silver
Cust_577,"THOMAS BOLAND",14161,0.1955215729109776,Silver
Cust_553,"BRIAN STUGART",14130,0.19606772255598034,Silver
Cust_1707,"PAULINE WEBBER",14122,0.19661387220098306,Silver
Cust_945,"STUART VAN",14041,0.1971600218459858,Silver
Cust_1295,"MARK VAN HUFF",13865,0.19770617149098854,Silver
Cust_1411,"NORA PRICE",13836,0.19825232113599126,Silver
Cust_326,"CHARLES SHELDON",13824,0.198798470780994,Silver
Cust_959,"MITCH WEBBER",13807,0.1993446204259967,Silver
Cust_468,"PETE ARMSTRONG",13712,0.19989077007099945,Silver
Cust_528,"ARTHUR WIEDIGER",13691,0.2004369197160022,Silver
Cust_1341,"DENNIS PARDUE",13620,0.2009830693610049,Silver
Cust_812,"MICHELLE HUTHWAITE",13599,0.20152921900600765,Silver
Cust_1541,"NICOLE BRENNAN",13583,0.2020753686510104,Silver
Cust_687,"RICK DUSTON",13581,0.2026215182960131,Silver
Cust_593,"PATRICK O'DONNELL",13551,0.20316766794101584,Silver
Cust_1521,"AARON HAWKINS",13539,0.20371381758601856,Silver
Cust_1327,"MEG TILLMAN",13517,0.2042599672310213,Silver
Cust_1496,"GRANT THORNTON",13497,0.20480611687602404,Silver
Cust_55,"CARL JACKSON",13453,0.20535226652102676,Silver
Cust_1711,"KEN DANA",13409,0.2058984161660295,Silver
Cust_696,"CHUCK SACHS",13383,0.2064445658110322,Silver
Cust_867,"JENNIFER PATT",13382,0.20699071545603495,Silver
Cust_898,"KATRINA WILLMAN",13368,0.2075368651010377,Silver
Cust_1192,"GARY MCGARR",13360,0.2080830147460404,Silver
Cust_927,"DORRIS LOVE",13341,0.20862916439104315,Silver
Cust_930,"PAMELA STOBB",13306,0.2091753140360459,Silver
Cust_99,"MICHELLE LONSDALE",13301,0.2097214636810486,Silver
Cust_684,"MUHAMMED LEE",13263,0.21026761332605134,Silver
Cust_1236,"RACHEL PAYNE",13246,0.21081376297105406,Silver
Cust_1018,"KAREN DANIELS",13236,0.2113599126160568,Silver
Cust_1001,"SANDRA FLANAGAN",13156,0.21190606226105954,Silver
Cust_1385,"AMY HUNT",13138,0.21245221190606225,Silver
Cust_248,"LIZ PRICE",13132,0.212998361551065,Silver
Cust_142,"EVAN MINNOTTE",13131,0.2135445111960677,Silver
Cust_1419,"KATHERINE HUGHES",13096,0.21409066084107045,Silver
Cust_1376,"TOBY SWINDELL",13090,0.2146368104860732,Silver
Cust_1030,"ODELLA NELSON",13081,0.2151829601310759,Silver
Cust_1369,"TRACY BLUMSTEIN",13050,0.21572910977607865,Silver
Cust_1685,"DUANE NOONAN",13036,0.2162752594210814,Silver
Cust_647,"MUHAMMED YEDWAB",13034,0.2168214090660841,Silver
Cust_1720,"CHUCK CLARK",13010,0.21736755871108684,Silver
Cust_1221,"HENIA ZYDLO",12998,0.21791370835608956,Silver
Cust_304,"ART FERGUSON",12993,0.2184598580010923,Silver
Cust_785,"VIVIAN MATHIS",12986,0.21900600764609504,Silver
Cust_253,"JOHN MURRAY",12979,0.21955215729109775,Silver
Cust_1021,"DENNY BLANTON",12969,0.2200983069361005,Silver
Cust_136,"JENNIFER BRAXTON",12963,0.2206444565811032,Silver
Cust_1824,"SHUI TOM",12959,0.22119060622610595,Silver
